month-year,net sales/income from operations,other operating income,total income from operations,consumption of raw materials,purchase of traded goods,increase/decrease in stocks,power fuel,employees cost,depreciation,excise duty,admin. and selling expenses,r d expenses,provisions and contingencies,exp. capitalised,other expenses,p/l before other inc. int.excpt. items tax,other income,p/l before int.excpt. items tax,interest,p/l before exceptional items tax,exceptional items,p/l before tax,tax,p/l after tax from ordinary activities,prior year adjustments,extra ordinary items,net profit/(loss) for the period,equity share capital,reserves excluding revaluation reserves,equity dividend rate (%),basic eps,diluted eps,basic eps.,diluted eps.,no of shares (crores),share holding (%),- number of shares (crores),- per. of shares (as a % of the total sh. of prom. and promoter group),- per. of shares (as a % of the total share cap. of the company),- number of shares (crores).,- per. of shares (as a % of the total sh. of prom. and promoter group).,- per. of shares (as a % of the total share cap. of the company).,stock_name
Mar '20,"1,849.33",--,"1,849.33",57.21,--,51.44,--,121.39,75.60,--,--,--,--,--,"1,128.49",415.20,144.17,559.37,200.50,358.87,-14.50,344.37,83.57,260.80,--,--,260.80,204.38,"2,339.15",10.00,12.76,12.66,12.76,12.66,--,--,--,--,--,--,--,--,BRIGADE ENT
Mar '19,"1,805.91",--,"1,805.91",75.97,--,-497.43,--,107.92,68.22,--,--,--,--,--,"1,637.52",413.71,122.70,536.41,177.84,358.57,--,358.57,124.35,234.22,--,--,234.22,136.18,"2,170.87",20.00,17.20,17.17,17.20,17.17,--,--,--,--,--,--,--,--,BRIGADE ENT
Mar '18,"1,265.12",--,"1,265.12",77.04,--,-80.69,--,89.75,69.05,--,--,--,--,--,778.03,331.94,103.15,435.09,183.28,251.81,--,251.81,71.30,180.51,--,--,180.51,136.07,"2,192.03",20.00,13.48,13.46,13.48,13.46,--,--,--,--,--,--,--,--,BRIGADE ENT
Mar '17,"1,654.77",--,"1,654.77",78.13,56.87,132.90,--,123.96,108.71,--,--,--,--,--,812.59,341.61,92.97,434.58,200.50,234.08,--,234.08,68.96,165.12,--,--,165.12,113.66,"1,580.61",25.00,14.62,14.55,14.62,14.55,--,--,--,--,--,--,--,--,BRIGADE ENT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIGADE ENT
Mar '21,365.98,--,365.98,299.29,--,--,--,38.59,0.23,--,--,--,--,--,36.53,-8.66,20.94,12.28,0.10,12.18,--,12.18,3.96,8.22,--,--,8.22,101.53,514.76,2.50,0.16,0.16,0.16,0.16,--,--,--,--,--,--,--,--,BRIGHTCOM GROUP
Mar '20,466.59,--,466.59,--,--,--,--,49.59,0.88,--,--,--,--,--,399.18,16.94,13.71,30.65,6.30,24.35,-25.48,-1.14,0.29,-1.43,--,--,-1.43,95.25,485.56,2.50,-0.03,-0.03,-0.03,-0.03,--,--,--,--,--,--,--,--,BRIGHTCOM GROUP
Mar '19,458.57,--,458.57,--,--,--,--,49.63,1.00,--,--,--,--,--,395.05,12.89,-1.85,11.04,13.17,-2.13,--,-2.13,1.08,-3.21,--,--,-3.21,95.25,487.77,--,-0.07,-0.07,-0.07,-0.07,--,--,--,--,--,--,--,--,BRIGHTCOM GROUP
Mar '18,455.20,--,455.20,--,--,--,--,49.22,1.08,--,--,--,--,--,393.36,11.55,-0.38,11.17,14.79,-3.62,--,-3.62,-0.68,-2.94,--,--,-2.94,95.25,487.75,--,-0.06,-0.06,-0.06,-0.06,--,--,--,--,--,--,--,--,BRIGHTCOM GROUP
Mar '17,466.41,--,466.41,--,--,--,--,51.24,1.43,--,--,--,--,--,401.56,12.18,-0.18,12.00,15.23,-3.23,--,-3.23,-0.42,-2.81,--,--,-2.81,95.25,490.01,--,-0.06,-0.06,-0.06,-0.06,--,--,--,--,--,--,--,--,BRIGHTCOM GROUP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIGHTCOM GROUP
Mar '21,"12,113.65",265.18,"12,378.83","5,509.69","1,908.50",-43.22,--,402.85,166.77,--,--,--,--,--,"2,249.78","2,184.46",292.79,"2,477.25",97.81,"2,379.44",--,"2,379.44",619.41,"1,760.03",--,--,"1,760.03",24.09,"3,267.34","15,750.00",73.12,73.09,73.12,73.09,--,--,--,--,--,--,--,--,BRITANNIA
Mar '20,"10,820.57",166.11,"10,986.68","5,052.67","1,543.55",61.51,--,368.87,151.69,--,--,--,--,--,"2,189.39","1,619.00",335.43,"1,954.43",65.17,"1,889.26",19.00,"1,908.26",423.96,"1,484.30",--,--,"1,484.30",24.05,"4,216.19","3,500.00",61.75,61.73,61.75,61.73,--,--,--,--,--,--,--,--,BRITANNIA
Mar '19,"10,389.49",92.96,"10,482.45","4,944.77","1,381.88",-49.02,--,321.64,135.00,--,--,--,--,--,"2,221.05","1,527.13",190.52,"1,717.65",1.54,"1,716.11",--,"1,716.11",593.91,"1,122.20",--,--,"1,122.20",24.03,"4,015.42","1,500.00",46.71,46.68,46.71,46.68,--,--,--,--,--,--,--,--,BRITANNIA
Mar '18,"9,205.93",98.13,"9,304.06","4,405.17","1,372.46",-4.18,--,294.87,119.76,--,--,--,--,--,"1,825.26","1,290.72",155.93,"1,446.65",1.45,"1,445.20",--,"1,445.20",497.31,947.89,--,--,947.89,24.01,"3,211.27","1,250.00",78.96,78.92,78.96,78.92,--,--,--,--,--,--,--,--,BRITANNIA
Mar '17,"8,311.53",102.84,"8,414.37","4,342.78",904.78,-49.25,--,241.68,96.43,--,--,--,--,--,"1,770.23","1,107.72",144.78,"1,252.50",1.34,"1,251.16",--,"1,251.16",407.47,843.69,--,--,843.69,24.00,"2,557.98","1,100.00",70.31,70.30,70.31,70.30,--,--,--,--,--,--,--,--,BRITANNIA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRITANNIA
Mar '21,"2,018.14",--,"2,018.14",--,--,--,--,69.98,9.57,--,--,--,68.53,--,44.44,"1,825.62",0.29,"1,825.91","1,208.33",617.58,--,617.58,161.52,456.06,--,--,456.06,26.63,"2,583.17",100.00,34.25,34.25,34.25,34.25,--,--,--,--,--,--,--,--,CAN FIN HOMES
Mar '20,"2,030.41",--,"2,030.41",--,--,--,--,54.21,9.47,--,--,--,60.32,--,43.96,"1,862.46",0.04,"1,862.50","1,344.21",518.29,--,518.29,142.16,376.12,--,--,376.12,26.63,"2,123.44",100.00,28.25,28.25,28.25,28.25,--,--,--,--,--,--,--,--,CAN FIN HOMES
Mar '19,"1,726.95",--,"1,726.95",--,--,--,--,41.40,2.97,--,--,--,1.09,--,47.28,"1,634.21",4.39,"1,638.60","1,169.10",469.50,--,469.50,172.77,296.74,--,--,296.74,26.63,"1,755.55",100.00,22.29,22.29,22.29,22.29,--,--,--,--,--,--,--,--,CAN FIN HOMES
Mar '18,"1,543.90",--,"1,543.90",--,--,--,--,44.16,3.09,--,--,--,--,--,60.98,"1,435.67",3.16,"1,438.83",980.78,458.06,--,458.06,156.28,301.77,--,--,301.77,26.63,"1,460.35",100.00,22.67,22.67,22.67,22.67,--,--,--,--,--,--,--,--,CAN FIN HOMES
Mar '17,"1,352.07",1.06,"1,353.12",--,--,--,--,39.36,3.73,--,--,--,--,--,55.84,"1,254.19",--,"1,254.19",884.03,370.17,--,370.17,134.91,235.26,--,--,235.26,26.62,"1,049.68",100.00,88.38,88.38,88.38,88.38,--,--,--,--,--,--,--,--,CAN FIN HOMES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN FIN HOMES
Mar '21,482.68,--,482.68,112.48,82.92,-0.57,--,26.59,22.44,--,--,--,--,--,47.33,191.49,18.62,210.11,0.17,209.94,--,209.94,53.71,156.23,--,--,156.23,15.13,728.75,150.00,20.65,20.45,20.65,20.45,--,--,--,--,--,--,--,--,CAPLIN LABS
Mar '20,527.83,--,527.83,95.73,143.18,-0.74,--,25.00,19.65,--,--,--,--,--,57.66,187.34,65.97,253.31,0.19,253.12,--,253.12,55.49,197.64,--,--,197.64,15.13,575.34,125.00,26.13,25.95,26.13,25.95,--,--,--,--,--,--,--,--,CAPLIN LABS
Mar '19,553.39,--,553.39,94.04,145.50,-2.51,--,42.01,20.84,--,--,--,--,--,69.70,183.79,18.92,202.71,0.06,202.65,--,202.65,54.49,148.17,--,--,148.17,15.13,410.06,110.00,19.60,19.50,19.60,19.50,--,--,--,--,--,--,--,--,CAPLIN LABS
Mar '18,426.57,--,426.57,90.22,92.28,-2.39,--,38.82,18.99,--,--,--,--,--,65.85,122.80,23.31,146.11,0.06,146.05,--,146.05,43.74,102.31,--,--,102.31,15.12,277.19,100.00,13.64,13.57,13.64,13.57,--,--,--,--,--,--,--,--,CAPLIN LABS
Mar '17,347.72,--,347.72,64.47,97.34,0.12,--,29.65,13.26,--,--,--,--,--,55.55,87.32,6.22,93.54,0.13,93.41,--,93.41,22.55,70.86,--,--,70.86,15.12,184.91,75.00,9.38,9.38,9.38,9.38,2.34,30.94,--,--,--,5.22,100.00,69.06,CAPLIN LABS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPLIN LABS
Mar '21,553.55,20.78,574.33,--,--,--,--,82.58,8.53,--,--,--,46.27,--,37.21,399.74,1.72,401.46,208.52,192.94,--,192.94,49.42,143.52,--,--,143.52,35.06,"1,584.33",20.00,8.19,8.13,8.19,8.13,--,--,--,--,--,--,--,--,CAPRI GLOBAL
Mar '20,556.06,22.17,578.23,--,--,--,--,97.58,8.47,--,--,--,26.52,--,44.00,401.66,3.93,405.59,215.97,189.62,--,189.62,53.89,135.72,--,--,135.72,35.03,"1,441.80",10.00,7.75,7.70,7.75,7.70,--,--,--,--,--,--,--,--,CAPRI GLOBAL
Mar '19,470.43,29.33,499.76,--,--,--,--,97.43,4.88,--,--,--,7.40,--,47.12,342.93,4.34,347.27,169.89,177.38,--,177.38,48.70,128.68,--,--,128.68,35.03,"1,313.38",18.00,7.35,7.31,7.35,7.31,--,--,--,--,--,--,--,--,CAPRI GLOBAL
Mar '18,336.45,--,336.45,--,--,--,--,70.53,5.70,--,--,--,--,--,52.92,207.30,24.79,232.09,99.18,132.91,--,132.91,38.91,94.00,--,--,94.00,35.03,"1,192.10",15.00,5.37,5.36,5.37,5.36,--,--,--,--,--,--,--,--,CAPRI GLOBAL
Mar '17,213.27,--,213.27,--,--,--,--,52.80,4.19,--,--,--,--,--,41.53,114.76,18.40,133.16,37.96,95.20,--,95.20,37.41,57.78,--,--,57.78,35.03,"1,108.78",15.00,3.30,3.30,3.30,3.30,--,--,--,--,--,--,--,--,CAPRI GLOBAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPRI GLOBAL
Mar '21,"1,649.35",22.93,"1,672.28",599.94,53.04,55.89,167.11,196.17,61.43,--,--,--,--,--,325.12,213.58,42.37,255.95,0.27,255.68,-11.22,244.46,60.49,183.97,--,--,183.97,18.96,"1,507.33",300.00,9.71,9.70,9.71,9.70,--,--,--,--,--,--,--,--,CARBORUNDUM
Mar '20,"1,623.06",28.13,"1,651.19",626.73,62.60,-29.60,180.86,195.89,66.98,--,--,--,--,--,355.17,192.56,47.33,239.89,0.35,239.54,--,239.54,48.22,191.32,--,--,191.32,18.94,"1,341.26",275.00,10.11,10.10,10.11,10.10,--,--,--,--,--,--,--,--,CARBORUNDUM
Mar '19,"1,751.91",30.31,"1,782.22",699.04,79.52,-26.54,192.90,182.12,75.40,--,--,--,--,--,357.85,221.93,26.92,248.85,0.94,247.91,--,247.91,81.82,166.09,--,--,166.09,18.92,"1,252.69",275.00,8.80,8.77,8.80,8.77,--,--,--,--,--,--,--,--,CARBORUNDUM
Mar '18,"1,551.37",24.86,"1,576.23",579.62,70.92,13.78,162.37,174.20,73.89,--,--,--,--,--,325.83,175.62,31.04,206.66,1.47,205.19,--,205.19,61.71,143.48,--,--,143.48,18.90,"1,150.77",225.00,7.60,7.58,7.60,7.58,--,--,--,--,--,--,--,--,CARBORUNDUM
Mar '17,"1,382.77",22.91,"1,405.68",512.07,81.81,1.20,129.81,153.27,66.94,--,--,--,--,--,312.52,148.06,31.40,179.46,8.76,170.70,--,170.70,48.93,121.77,--,--,121.77,18.87,"1,036.16",175.00,6.46,6.44,6.46,6.44,--,--,--,--,--,--,--,--,CARBORUNDUM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARBORUNDUM
Dec '21,"4,192.10",--,"4,192.10","1,879.10",191.90,-12.10,--,232.00,82.70,--,--,--,--,--,835.20,983.30,48.40,"1,031.70",2.40,"1,029.30",--,"1,029.30",271.20,758.10,--,--,758.10,494.60,"1,151.00",110.00,7.66,7.66,7.66,7.66,--,--,--,--,--,--,--,--,CASTROL
Dec '20,"2,996.90",--,"2,996.90","1,173.90",116.50,-24.10,--,219.80,86.60,--,--,--,--,--,696.70,727.50,62.00,789.50,4.20,785.30,--,785.30,202.40,582.90,--,--,582.90,494.60,919.67,110.00,5.89,5.89,5.89,5.89,--,--,--,--,--,--,--,--,CASTROL
Dec '19,"3,876.80",--,"3,876.80","1,488.30",183.70,75.70,--,213.10,69.70,--,--,--,--,--,763.00,"1,083.30",64.80,"1,148.10",1.20,"1,146.90",--,"1,146.90",319.50,827.40,--,--,827.40,494.60,872.39,110.00,8.36,8.36,8.36,8.36,--,--,--,--,--,--,--,--,CASTROL
Dec '18,"3,904.60",--,"3,904.60","1,757.90",213.30,-64.60,--,203.40,55.60,--,--,--,--,--,723.80,"1,015.20",84.30,"1,099.50",1.10,"1,098.40",--,"1,098.40",390.10,708.30,--,--,708.30,494.60,671.10,100.00,7.16,7.16,7.16,7.16,--,--,--,--,--,--,--,--,CASTROL
Dec '17,"3,584.30",--,"3,584.30","1,474.70",196.70,-5.40,--,195.60,45.50,--,--,--,--,--,689.70,987.50,83.70,"1,071.20",1.20,"1,070.00",--,"1,070.00",378.20,691.80,--,--,691.80,494.60,525.59,140.00,6.99,6.99,6.99,6.99,--,--,--,--,--,--,--,--,CASTROL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASTROL
Mar '21,795.07,--,795.07,344.20,--,13.19,--,52.52,27.02,--,--,--,--,--,198.51,159.64,66.50,226.14,15.72,210.42,--,210.42,51.73,158.69,--,--,158.69,26.61,901.78,200.00,11.93,11.93,11.93,11.93,--,--,--,--,--,--,--,--,CCL PRODUCTS
Mar '20,822.65,--,822.65,418.10,--,-29.27,--,50.05,25.43,--,--,--,--,--,177.03,181.30,133.94,315.25,16.91,298.33,--,298.33,59.40,238.93,--,--,238.93,26.61,765.81,250.00,17.96,17.96,17.96,17.96,--,--,--,--,--,--,--,--,CCL PRODUCTS
Mar '19,809.13,--,809.13,459.47,--,0.03,--,41.38,12.21,--,--,--,--,--,139.53,156.51,30.18,186.69,8.12,178.58,--,178.58,53.15,125.43,--,--,125.43,26.61,622.44,175.00,9.43,9.43,9.43,9.43,--,--,--,--,--,--,--,--,CCL PRODUCTS
Mar '18,824.66,--,824.66,514.02,--,-16.77,--,37.26,11.22,--,--,--,--,--,125.50,153.43,4.02,157.45,6.20,151.25,--,151.25,53.49,97.76,--,--,97.76,26.61,568.05,125.00,7.35,7.35,7.35,7.35,--,--,--,--,--,--,--,--,CCL PRODUCTS
Mar '17,707.39,--,707.39,384.75,--,-4.26,--,33.52,10.67,--,--,--,--,--,124.06,158.66,1.17,159.83,6.83,153.00,--,153.00,54.31,98.69,--,--,98.69,26.61,510.95,125.00,7.42,7.42,7.42,7.42,--,--,--,--,--,--,--,--,CCL PRODUCTS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCL PRODUCTS
Mar '21,"7,572.79",--,"7,572.79","4,173.76",10.09,67.43,--,667.13,339.58,--,--,--,--,--,"1,680.59",634.21,31.80,666.01,173.05,492.96,-34.06,458.90,45.26,413.64,--,--,413.64,40.45,"3,124.29",180.00,102.26,102.26,102.26,102.26,--,--,--,--,--,--,--,--,CEAT
Mar '20,"6,581.11",--,"6,581.11","3,815.97",21.20,14.58,--,500.54,255.40,--,--,--,--,--,"1,523.52",449.90,41.34,491.24,122.96,368.28,-29.75,338.53,67.77,270.76,--,--,270.76,40.45,"2,720.15",120.00,66.94,66.94,66.94,66.94,--,--,--,--,--,--,--,--,CEAT
Mar '19,"6,831.30",--,"6,831.30","4,273.64",60.92,-194.25,--,491.95,174.30,--,--,--,--,--,"1,561.51",463.23,55.30,518.53,64.52,454.01,-44.24,409.77,120.86,288.91,--,--,288.91,40.45,"2,710.59",120.00,71.42,71.42,71.42,71.42,--,--,--,--,--,--,--,--,CEAT
Mar '18,"6,161.34",--,"6,161.34","3,650.33",59.88,93.32,--,413.11,161.68,--,--,--,--,--,"1,317.32",465.70,56.81,522.51,86.45,436.06,-26.40,409.66,130.94,278.72,--,--,278.72,40.45,"2,506.37",115.00,68.90,68.90,68.90,68.90,--,--,--,--,--,--,--,--,CEAT
Mar '17,"5,658.25",43.48,"5,701.73","3,308.88",142.55,-76.15,--,383.85,142.01,--,--,--,--,--,"1,282.60",517.99,41.46,559.45,79.47,479.98,-13.33,466.65,103.92,362.73,--,--,362.73,40.45,"2,265.70",115.00,89.67,89.67,89.67,89.67,--,--,--,--,--,--,--,--,CEAT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEAT
Mar '21,"2,564.08",46.47,"2,610.55","1,317.51",79.47,46.22,336.77,232.35,229.02,--,--,--,--,--,311.70,57.51,79.64,137.15,88.55,48.60,--,48.60,-1.44,50.04,--,-18.54,31.50,111.69,"3,552.13",10.00,2.82,2.82,2.82,2.82,--,--,--,--,--,--,--,--,CENTURY
Mar '20,"3,332.42",91.84,"3,424.26","1,755.42",48.22,-33.99,409.31,256.33,227.76,--,--,--,--,--,337.12,424.09,43.37,467.46,93.13,374.33,--,374.33,-93.69,468.02,--,-17.65,450.37,111.69,"3,465.32",30.00,40.32,40.32,40.32,40.32,--,--,--,--,--,--,--,--,CENTURY
Mar '19,"3,630.23",310.30,"3,940.53","1,864.81",11.72,-10.78,474.15,266.71,193.00,--,--,--,--,--,373.29,767.63,99.56,867.19,95.89,771.30,--,771.30,264.30,507.00,--,174.07,681.07,111.69,"3,194.80",75.00,60.98,60.98,60.98,60.98,--,--,--,--,--,--,--,--,CENTURY
Mar '18,"8,092.14",292.87,"8,385.01","2,310.26",2.69,-6.26,"1,571.14",657.96,313.75,--,--,--,--,--,"2,528.14","1,007.33",83.47,"1,090.80",451.69,639.11,--,639.11,230.65,408.46,--,-36.80,371.66,111.69,"2,636.20",65.00,33.28,33.28,33.28,33.28,--,--,--,--,--,--,--,--,CENTURY
Mar '17,"8,413.38",240.15,"8,653.53","2,599.91",0.68,99.36,"1,503.68",667.20,314.11,--,--,--,--,--,"2,881.77",586.82,75.63,662.45,550.75,111.70,--,111.70,6.71,104.99,--,--,104.99,111.69,"2,370.17",55.00,9.40,9.40,9.40,9.40,--,--,--,--,--,--,--,--,CENTURY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTURY
Mar '21,"2,113.48",--,"2,113.48",767.27,257.40,34.73,--,318.27,62.63,--,--,--,--,--,400.45,272.73,10.70,283.43,10.79,272.64,-11.81,260.83,68.76,192.06,--,--,192.06,22.25,"1,242.63",100.00,8.64,8.64,8.64,8.64,--,--,--,--,--,--,--,--,CENTURYPLYBOARD
Mar '20,"2,282.68",--,"2,282.68",850.83,285.10,12.36,--,344.13,67.55,--,--,--,--,--,486.17,236.54,11.08,247.63,37.24,210.38,--,210.38,52.21,158.17,--,--,158.17,22.25,"1,051.13",100.00,7.12,7.12,7.12,7.12,--,--,--,--,--,--,--,--,CENTURYPLYBOARD
Mar '19,"2,263.83",--,"2,263.83",946.43,245.52,-10.39,--,327.70,49.99,--,--,--,--,--,454.20,250.38,6.05,256.43,44.58,211.86,--,211.86,53.10,158.76,--,--,158.76,22.25,946.87,100.00,7.15,7.15,7.15,7.15,--,--,--,--,--,--,--,--,CENTURYPLYBOARD
Mar '18,"1,967.21",--,"1,967.21",736.95,331.25,-45.25,--,283.93,81.04,--,--,--,--,--,354.29,225.00,6.69,231.69,32.68,199.01,--,199.01,42.37,156.64,--,--,156.64,22.25,815.70,100.00,7.05,7.05,7.05,7.05,--,--,--,--,--,--,--,--,CENTURYPLYBOARD
Mar '17,"1,782.46",--,"1,782.46",600.99,315.48,1.61,--,256.68,52.38,--,--,--,--,--,315.67,239.65,22.68,262.33,28.64,233.69,--,233.69,48.13,185.56,--,--,185.56,22.25,686.37,100.00,8.35,8.35,8.35,8.35,--,--,--,--,--,--,--,--,CENTURYPLYBOARD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTURYPLYBOARD
Mar '21,"1,201.71",--,"1,201.71",85.31,527.97,34.02,--,144.33,33.23,--,--,--,--,--,260.12,116.72,21.79,138.51,4.27,134.24,--,134.24,32.94,101.30,--,--,101.30,6.50,867.90,260.00,77.89,77.89,77.89,77.89,--,--,--,--,--,--,--,--,CERA SANITARY
Mar '20,"1,209.16",--,"1,209.16",104.89,505.22,-24.93,--,160.40,32.67,--,--,--,--,--,301.45,129.46,15.56,145.01,4.40,140.61,--,140.61,24.67,115.94,--,--,115.94,6.50,766.39,260.00,89.15,89.15,89.15,89.15,--,--,--,--,--,--,--,--,CERA SANITARY
Mar '19,"1,343.60",--,"1,343.60",105.52,555.09,-14.91,--,156.40,22.85,--,--,--,--,--,350.88,167.76,15.65,183.40,3.24,180.17,--,180.17,65.11,115.05,--,--,115.05,6.50,693.65,260.00,88.46,88.46,88.46,88.46,--,--,--,--,--,--,--,--,CERA SANITARY
Mar '18,"1,182.08",--,"1,182.08",89.61,507.24,-33.58,--,140.26,22.36,--,--,--,--,--,307.78,148.40,11.28,159.68,5.24,154.44,--,154.44,54.19,100.25,--,--,100.25,6.50,598.45,240.00,77.08,77.08,77.08,77.08,--,--,--,--,--,--,--,--,CERA SANITARY
Mar '17,"1,009.17",--,"1,009.17",70.98,399.77,10.31,15.64,119.93,18.12,--,--,--,--,--,225.59,148.84,10.41,159.26,3.44,155.82,--,155.82,54.50,101.32,--,--,101.32,6.50,517.89,240.00,77.90,77.90,77.90,77.90,--,--,--,--,--,--,--,--,CERA SANITARY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CERA SANITARY
Mar '21,"6,921.00",--,"6,921.00",--,17.00,--,"3,966.00",900.00,463.00,--,--,--,--,--,863.00,712.00,180.00,892.00,502.00,390.00,457.00,847.00,33.00,814.00,--,--,814.00,133.00,"9,844.36",450.00,61.44,61.44,61.44,61.44,--,--,--,--,--,--,--,--,CESC
Mar '20,"7,836.00",--,"7,836.00",--,17.00,--,"4,517.00",969.00,448.00,--,--,--,--,--,900.00,985.00,146.00,"1,131.00",544.00,587.00,532.00,"1,119.00",201.00,918.00,--,--,918.00,133.00,"9,904.81",200.00,69.23,69.23,69.23,69.23,--,--,--,--,--,--,--,--,CESC
Mar '19,"7,754.00",--,"7,754.00",--,20.00,--,"4,555.00",926.00,433.00,--,--,--,--,--,895.00,925.00,165.00,"1,090.00",466.00,624.00,570.00,"1,194.00",257.00,937.00,--,--,937.00,133.00,"9,630.85",175.00,70.69,70.69,70.69,70.69,--,--,--,--,--,--,--,--,CESC
Mar '18,"7,773.00",--,"7,773.00",--,--,--,"4,360.00",865.00,433.00,--,--,--,--,--,895.00,"1,220.00",166.00,"1,386.00",484.00,902.00,209.00,"1,111.00",240.00,871.00,--,--,871.00,133.00,"9,314.47",120.00,65.77,65.77,65.77,65.77,--,--,--,--,--,--,--,--,CESC
Mar '17,"7,220.00",--,"7,220.00",--,--,--,"1,359.00",780.00,409.00,--,--,--,--,--,"3,460.00","1,212.00",147.00,"1,359.00",448.00,911.00,190.00,"1,101.00",238.00,863.00,--,--,863.00,133.00,"13,190.53",100.00,62.14,62.14,62.14,62.14,--,--,--,--,--,--,--,--,CESC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CESC
Mar '21,"4,749.95",--,"4,749.95",985.44,"2,283.20",-38.20,--,336.58,29.69,--,--,--,--,--,478.24,675.00,75.63,750.63,42.91,707.72,--,707.72,102.98,604.74,--,--,604.74,125.54,"1,630.92",275.00,9.64,9.56,9.64,9.56,--,--,--,--,--,--,--,--,CG CONSUMER
Mar '20,"4,511.97",--,"4,511.97",979.46,"2,211.85",-126.29,--,310.95,26.79,--,--,--,--,--,539.14,570.07,58.87,628.94,40.67,588.27,--,588.27,93.57,494.70,--,--,494.70,125.46,"1,201.10",--,7.89,7.83,7.89,7.83,--,--,--,--,--,--,--,--,CG CONSUMER
Mar '19,"4,478.91",--,"4,478.91","1,056.49","2,058.62",-23.29,--,291.88,12.89,--,--,--,--,--,509.42,572.90,48.26,621.16,59.60,561.56,--,561.56,159.04,402.52,--,--,402.52,125.38,852.25,100.00,6.42,6.38,6.42,6.38,--,--,--,--,--,--,--,--,CG CONSUMER
Mar '18,"4,079.66",--,"4,079.66",875.79,"1,938.55",-14.79,--,282.65,12.61,--,--,--,--,--,466.42,518.43,30.75,549.18,63.74,485.44,--,485.44,161.65,323.79,--,--,323.79,125.36,664.14,87.50,5.17,5.15,5.17,5.15,--,--,--,--,--,--,--,--,CG CONSUMER
Mar '17,"3,975.90",--,"3,975.90",819.13,"1,934.87",-19.15,--,225.18,11.04,--,--,--,--,--,525.66,479.17,19.50,498.67,65.53,433.14,-2.52,430.62,139.93,290.69,--,--,290.69,125.35,392.40,75.00,4.64,4.63,4.64,4.63,--,--,--,--,--,--,--,--,CG CONSUMER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG CONSUMER
Mar '21,284.32,--,284.32,--,--,--,31.15,85.51,107.63,--,--,--,--,--,153.62,-93.59,20.71,-72.88,145.01,-217.89,-4.17,-222.06,-109.32,-112.74,--,-4.06,-116.80,205.02,"1,227.91",--,-5.70,-5.70,-5.70,-5.70,--,--,--,--,--,--,--,--,CHALET HOTELS
Mar '20,976.52,--,976.52,--,--,2.33,65.72,150.79,111.37,--,--,--,--,--,441.93,204.38,27.24,231.63,144.61,87.01,-4.17,82.84,1.23,81.61,--,--,81.61,205.02,"1,344.20",--,3.98,3.98,3.98,3.98,--,--,--,--,--,--,--,--,CHALET HOTELS
Mar '19,987.17,--,987.17,--,--,23.97,--,144.81,115.42,--,--,--,--,--,498.26,204.72,43.60,248.32,265.15,-16.83,-4.10,-20.93,-10.72,-10.21,--,--,-10.21,205.02,"1,241.86",--,-0.58,-0.58,-0.58,-0.58,--,--,--,--,--,--,--,--,CHALET HOTELS
Mar '18,815.58,--,815.58,--,--,--,--,129.56,111.63,--,--,--,--,--,420.91,153.48,24.71,178.19,209.26,-31.07,-121.75,-152.82,-51.95,-100.87,--,--,-100.87,171.10,351.21,--,-5.90,-5.90,-5.90,-5.90,--,--,--,--,--,--,--,--,CHALET HOTELS
Mar '17,711.80,--,711.80,--,--,--,--,118.83,126.98,--,--,--,--,--,371.80,94.20,187.19,281.38,215.36,66.02,--,66.02,-75.79,141.81,--,--,141.81,152.14,452.04,--,8.87,8.87,8.87,8.87,--,--,--,--,--,--,--,--,CHALET HOTELS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET HOTELS
Mar '21,"12,719.01",--,"12,719.01","2,924.19","4,060.16",353.86,--,175.32,289.22,--,--,--,--,--,"2,739.19","2,177.07",59.89,"2,236.96",278.02,"1,958.94",--,"1,958.94",611.90,"1,347.04",--,--,"1,347.04",416.21,"4,873.46",75.00,32.36,32.36,32.36,32.36,--,--,--,--,--,--,--,--,CHAMBAL FERT
